customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Cuentas_Diarias
1085-ldwam,no,female,0,yes,yes,69,yes,no,no,no,no,no,no,no,no,one year,yes,credit card (automatic),20.35,1442.65,0.68
1086-lxkfy,yes,female,0,yes,yes,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,69.1,69.1,2.3
1087-gruyi,no,male,0,yes,no,38,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),20.4,743.5,0.68
1087-udsih,yes,female,0,no,no,3,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,19.6,59.75,0.65
1088-auuzz,no,male,0,yes,yes,56,yes,yes,dsl,yes,yes,no,yes,no,yes,two year,yes,credit card (automatic),75.85,4261.2,2.53
1088-cnnkb,no,male,0,yes,no,63,yes,yes,dsl,yes,yes,yes,yes,no,yes,one year,no,credit card (automatic),80.0,5040.2,2.67
1089-hdmkp,no,male,1,no,yes,11,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,electronic check,54.55,601.25,1.82
1089-xzwhh,no,female,0,yes,yes,24,yes,no,no,no,no,no,no,no,no,two year,yes,mailed check,19.7,494.05,0.66
1090-eselr,no,male,0,yes,yes,72,yes,no,fiber optic,yes,yes,no,yes,yes,yes,two year,no,bank transfer (automatic),105.5,7611.55,3.52
1090-pykci,no,female,0,yes,yes,69,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,one year,yes,credit card (automatic),105.1,7234.8,3.5
1091-sozga,no,female,0,yes,yes,56,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,credit card (automatic),99.8,5515.45,3.33
1092-ganhu,yes,male,0,no,no,17,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,76.65,1313.55,2.56
1092-wpivq,no,female,0,yes,yes,18,yes,yes,no,no,no,no,no,no,no,two year,no,mailed check,25.1,428.45,0.84
1093-yswca,no,male,0,no,no,11,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),19.55,223.15,0.65
1094-bkosx,no,female,0,yes,yes,45,no,no,dsl,no,yes,yes,yes,no,yes,one year,no,bank transfer (automatic),51.0,2264.5,1.7
1095-judtc,yes,female,1,no,no,47,yes,yes,fiber optic,no,yes,no,yes,yes,no,month-to-month,yes,electronic check,95.05,4504.55,3.17
1095-wgngg,no,female,0,yes,no,61,yes,yes,fiber optic,no,yes,no,no,yes,yes,two year,yes,bank transfer (automatic),101.05,5971.25,3.37
1096-adrux,no,female,0,yes,yes,66,yes,yes,fiber optic,no,no,no,no,no,no,one year,yes,bank transfer (automatic),74.25,4859.25,2.48
1097-fspvw,no,female,0,no,no,42,yes,no,dsl,yes,no,yes,no,no,no,month-to-month,no,credit card (automatic),54.55,2455.05,1.82
1098-kfqec,no,female,0,yes,yes,55,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),19.4,1083.0,0.65
1098-tdvuq,no,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),19.25,19.25,0.64
1099-btkwt,no,female,0,yes,no,68,no,no,dsl,yes,no,yes,no,yes,yes,one year,yes,electronic check,54.4,3723.65,1.81
1099-godlo,no,female,0,yes,yes,1,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.35,20.35,0.68
1100-ddvrv,no,male,0,yes,no,17,no,no,dsl,no,yes,no,no,yes,yes,month-to-month,yes,mailed check,49.8,836.35,1.66
1101-sswag,no,female,0,yes,no,15,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,51.1,711.15,1.7
1104-fejam,no,male,0,yes,yes,28,yes,yes,dsl,no,yes,no,no,no,yes,month-to-month,no,electronic check,64.4,1802.15,2.15
1104-tnlza,no,male,1,yes,no,28,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,electronic check,105.8,2998.0,3.53
1106-hrlkz,no,male,0,yes,yes,40,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.6,808.95,0.65
1110-kylgq,no,female,0,no,no,63,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,no,credit card (automatic),108.25,6780.1,3.61
1112-cunao,yes,female,1,no,no,15,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,no,electronic check,89.85,1424.95,2.99
1113-iujyx,yes,female,0,yes,no,14,yes,no,fiber optic,yes,yes,no,yes,yes,yes,one year,no,mailed check,105.95,1348.9,3.53
1114-cenim,yes,male,0,no,yes,54,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,yes,credit card (automatic),55.0,3092.65,1.83
1116-dxxdf,no,male,0,no,no,39,yes,no,fiber optic,yes,no,yes,no,yes,yes,two year,yes,electronic check,100.45,3801.7,3.35
1116-fryvh,no,female,0,yes,yes,48,no,no,dsl,yes,yes,no,yes,no,no,two year,no,mailed check,39.4,1978.65,1.31
1119-vjaqv,no,male,1,yes,no,6,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,80.8,457.1,2.69
1120-bmwub,yes,female,0,no,no,16,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,mailed check,53.9,834.15,1.8
1121-qsivb,no,female,0,no,yes,44,yes,yes,dsl,no,yes,no,no,yes,yes,one year,yes,mailed check,77.55,3471.1,2.58
1122-jwtjw,yes,male,0,yes,yes,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,70.65,70.65,2.36
1122-yjbcs,no,male,0,yes,no,69,yes,no,dsl,yes,yes,no,no,no,no,one year,yes,credit card (automatic),53.65,3804.4,1.79
1125-snvck,no,female,1,no,no,49,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,43.8,2106.05,1.46
1131-alzwv,no,female,0,no,no,24,yes,yes,no,no,no,no,no,no,no,one year,no,bank transfer (automatic),24.6,605.25,0.82
1131-qqzeb,no,male,1,yes,no,71,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),23.95,1756.2,0.8
1131-suekt,no,male,0,yes,yes,61,yes,no,fiber optic,no,yes,no,yes,yes,yes,one year,yes,bank transfer (automatic),98.45,6145.2,3.28
1133-kxcge,no,female,0,no,no,18,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.1,407.05,0.67
1134-ywtyf,no,male,0,yes,no,27,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,electronic check,53.8,1389.85,1.79
1135-hiori,no,female,0,yes,yes,64,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,electronic check,111.45,7266.95,3.72
1135-lmecx,no,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.85,19.85,0.66
1136-xgequ,no,female,0,yes,yes,50,yes,yes,dsl,no,yes,yes,yes,yes,yes,one year,yes,credit card (automatic),84.15,4164.4,2.8
1137-dgowi,no,female,0,yes,no,30,yes,no,dsl,no,yes,yes,yes,no,yes,one year,no,bank transfer (automatic),70.25,2198.9,2.34
1139-wuoah,no,male,0,no,no,57,no,no,dsl,no,no,yes,yes,yes,yes,two year,no,credit card (automatic),53.35,3090.05,1.78
1140-ukvzg,no,female,0,no,no,17,yes,yes,no,no,no,no,no,no,no,month-to-month,no,mailed check,24.8,475.25,0.83
1142-ihloo,no,female,0,no,no,51,yes,no,fiber optic,no,no,no,no,yes,yes,one year,no,credit card (automatic),87.55,4475.9,2.92
1142-waczw,yes,male,0,no,no,2,no,no,dsl,no,no,no,yes,no,no,month-to-month,no,bank transfer (automatic),29.85,75.6,1.0
1143-nmnqj,yes,female,0,no,no,2,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,85.7,169.8,2.86
1150-ftqgn,no,female,0,yes,yes,60,yes,yes,fiber optic,yes,yes,no,no,yes,no,one year,no,bank transfer (automatic),94.15,5811.8,3.14
1150-wfarn,yes,female,0,yes,yes,67,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),108.75,7156.2,3.62
1153-gnolc,no,male,0,no,no,33,no,no,dsl,no,yes,no,no,yes,no,one year,yes,electronic check,39.1,1309.0,1.3
1154-hywwo,no,male,0,no,no,38,yes,no,dsl,yes,yes,no,yes,yes,no,one year,no,mailed check,70.6,2708.2,2.35
1156-zfydo,no,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,electronic check,19.75,19.75,0.66
1157-bqcuw,yes,male,0,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.95,74.95,2.5
1159-wfsgr,no,female,0,yes,yes,16,yes,no,no,no,no,no,no,no,no,month-to-month,no,electronic check,20.4,321.4,0.68
1162-ecvii,no,male,1,yes,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),109.75,7932.5,3.66
1163-onyey,no,male,0,yes,yes,41,yes,yes,dsl,yes,yes,yes,no,yes,no,month-to-month,yes,credit card (automatic),74.55,3023.55,2.48
1163-vipri,no,female,0,yes,yes,65,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,no,electronic check,109.3,7337.55,3.64
1166-pqlgg,no,female,0,yes,yes,72,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),19.55,1463.45,0.65
1167-oyzjf,no,female,1,yes,no,67,yes,no,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),20.05,1263.05,0.67
1169-saocl,no,male,0,no,no,49,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,yes,bank transfer (automatic),106.65,5168.1,3.56
1169-wcvak,no,male,0,yes,no,19,yes,yes,fiber optic,yes,yes,no,yes,no,no,month-to-month,yes,credit card (automatic),88.8,1672.35,2.96
1170-sasml,no,female,0,yes,no,69,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,bank transfer (automatic),85.4,5869.4,2.85
1171-tykur,no,male,0,yes,no,47,yes,yes,no,no,no,no,no,no,no,month-to-month,no,electronic check,25.4,1139.2,0.85
1172-viybp,no,male,0,yes,yes,53,yes,yes,dsl,yes,yes,no,no,no,yes,two year,no,bank transfer (automatic),69.7,3686.05,2.32
1173-noeyg,no,female,0,yes,no,27,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,no,bank transfer (automatic),90.15,2423.4,3.01
1173-xzpyf,no,female,0,no,no,11,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,89.2,990.3,2.97
1174-fgifn,no,female,0,yes,yes,28,yes,yes,fiber optic,no,no,no,yes,no,yes,one year,yes,electronic check,90.45,2509.25,3.02
1177-xzbjl,no,male,0,yes,yes,53,yes,yes,dsl,yes,yes,no,yes,no,no,one year,no,bank transfer (automatic),64.15,3491.55,2.14
1178-pzgab,no,female,0,no,no,19,yes,no,no,no,no,no,no,no,no,one year,no,credit card (automatic),20.25,383.65,0.68
1179-inlat,no,male,0,no,no,3,yes,no,no,no,no,no,no,no,no,one year,yes,mailed check,19.45,69.25,0.65
1183-canvh,no,female,0,yes,no,23,yes,no,dsl,no,no,no,yes,yes,no,one year,no,bank transfer (automatic),60.0,1347.15,2.0
1184-pjvdb,yes,male,0,yes,no,10,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.95,857.2,2.66
1187-wilmm,no,male,0,yes,yes,63,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),89.4,5597.65,2.98
1193-rtslk,yes,female,0,no,no,38,yes,no,fiber optic,yes,yes,yes,no,no,no,month-to-month,yes,credit card (automatic),83.9,3233.6,2.8
1194-bhjyc,no,male,0,yes,no,61,no,no,dsl,yes,no,yes,yes,yes,yes,two year,yes,mailed check,62.15,3778.85,2.07
1194-hvaif,no,female,0,yes,no,27,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,no,credit card (automatic),95.0,2462.55,3.17
1194-spvsp,no,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),19.65,19.65,0.65
1195-oiyej,yes,male,0,no,no,13,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,91.1,1135.7,3.04
1195-uqfhq,no,male,0,no,no,61,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,no,electronic check,104.0,6363.45,3.47
1196-amora,yes,male,0,no,no,7,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,73.6,520.0,2.45
1197-bvmvg,no,female,1,no,no,4,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.45,294.45,2.48
1200-tuzhr,no,female,1,no,no,8,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,85.2,695.75,2.84
1202-kkgfu,no,female,0,yes,no,12,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,no,bank transfer (automatic),54.2,690.5,1.81
1205-wnwpj,yes,female,0,no,no,7,yes,no,dsl,no,no,no,yes,yes,no,month-to-month,yes,mailed check,59.5,415.95,1.98
1206-ehbdd,no,female,0,yes,no,56,yes,no,fiber optic,yes,no,yes,no,no,no,two year,no,bank transfer (automatic),80.3,4513.65,2.68
1207-blksa,no,female,0,yes,yes,52,yes,yes,no,no,no,no,no,no,no,two year,no,mailed check,23.05,1255.1,0.77
1208-dnhln,yes,male,0,yes,yes,23,yes,yes,dsl,no,no,no,no,no,no,one year,yes,credit card (automatic),48.35,1067.15,1.61
1208-nbvfh,no,male,0,yes,yes,20,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic check,49.6,939.8,1.65
1209-vffoc,no,male,0,yes,yes,68,no,no,dsl,yes,yes,yes,yes,no,yes,two year,yes,mailed check,56.4,3948.45,1.88
1212-glhmd,no,male,0,no,no,3,yes,no,fiber optic,yes,no,no,no,no,yes,month-to-month,yes,mailed check,86.05,244.85,2.87
1213-ngcun,yes,female,0,no,no,6,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,bank transfer (automatic),49.65,267.35,1.66
1215-exrmo,no,male,0,yes,no,50,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.55,1067.65,0.68
1215-figmp,no,male,0,no,no,60,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),89.9,5450.7,3.0
1215-vfyvk,no,female,0,no,no,4,no,no,dsl,yes,no,yes,yes,no,yes,month-to-month,no,mailed check,48.25,202.25,1.61
1216-bgtsp,no,male,0,no,no,45,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,yes,credit card (automatic),108.45,4964.7,3.62
1216-jwvux,no,male,0,yes,yes,25,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,75.5,1901.05,2.52
1217-vaswc,no,male,1,yes,no,43,yes,no,fiber optic,no,yes,yes,no,yes,yes,one year,yes,bank transfer (automatic),100.55,4304.0,3.35
1218-vkfpe,yes,female,0,yes,yes,12,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.0,233.55,0.63
1219-nnddo,no,female,0,no,no,9,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,76.85,663.55,2.56
1221-ghzep,no,female,0,no,no,62,yes,no,dsl,yes,no,no,yes,no,yes,two year,yes,mailed check,65.1,3846.75,2.17
1222-kjnzd,no,male,0,yes,yes,40,yes,no,no,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),20.4,745.3,0.68
1222-lryko,no,male,0,no,yes,6,yes,yes,no,no,no,no,no,no,no,month-to-month,no,mailed check,26.35,184.05,0.88
1223-unpks,no,male,0,yes,yes,20,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.05,400.0,0.67
1226-ienzn,no,male,1,no,no,16,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,78.75,1218.25,2.62
1226-jznkr,no,female,0,yes,yes,8,yes,no,no,no,no,no,no,no,no,one year,no,electronic check,19.8,160.05,0.66
1226-udfzr,yes,female,0,no,no,2,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,49.6,114.7,1.65
1227-udmzr,no,female,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),91.15,6637.9,3.04
1228-fzfrv,yes,male,0,yes,yes,50,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,no,credit card (automatic),105.95,5341.8,3.53
1228-zlnbx,no,male,0,no,no,21,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,75.3,1570.7,2.51
1229-rcalf,no,female,0,yes,no,64,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,yes,electronic check,115.0,7396.15,3.83
1230-qajdw,no,male,0,no,no,3,yes,yes,dsl,no,no,no,yes,yes,no,month-to-month,yes,mailed check,65.25,209.9,2.17
1231-yndek,no,male,0,no,no,58,yes,no,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),19.15,1035.5,0.64
1232-tpuya,no,female,1,yes,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.55,69.55,2.32
1235-gpkns,no,female,0,no,yes,5,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,46.0,221.7,1.53
1236-wfcdv,yes,male,1,no,no,14,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,credit card (automatic),90.45,1266.1,3.02
1237-wiyyz,no,female,0,no,no,18,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,19.55,389.25,0.65
1240-hcboh,no,female,0,no,no,67,yes,yes,no,no,no,no,no,no,no,two year,yes,mailed check,26.1,1759.55,0.87
1240-knsez,yes,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,20.1,20.1,0.67
1241-ezfmj,no,male,0,yes,no,61,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),25.45,1538.6,0.85
1241-fpmof,no,male,0,no,no,52,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.65,1025.05,0.65
1245-harps,no,female,0,yes,no,14,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.4,292.4,0.68
1247-qbvsh,no,female,0,yes,yes,43,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,mailed check,50.2,2169.4,1.67
1248-dyxub,no,male,0,yes,yes,52,yes,yes,no,no,no,no,no,no,no,two year,no,mailed check,24.8,1229.1,0.83
1251-krreg,yes,male,0,no,no,2,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,54.4,114.1,1.81
1251-stysz,no,female,1,no,no,4,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,80.25,303.7,2.68
1254-izeyf,yes,female,1,no,no,31,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,99.95,3186.65,3.33
1257-sxuxq,no,male,0,yes,yes,5,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.45,86.05,0.65
1258-ymznm,no,female,1,no,no,27,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,bank transfer (automatic),110.5,2857.6,3.68
1260-ttrxi,yes,male,0,no,no,4,yes,no,dsl,no,no,no,no,no,yes,month-to-month,no,electronic check,54.3,195.3,1.81
1261-fwtte,no,male,1,no,no,23,no,no,dsl,no,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),34.65,768.45,1.16
1262-opmfy,yes,female,0,yes,no,9,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),75.75,655.9,2.52
1264-bywms,yes,male,0,no,no,55,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,96.8,5283.95,3.23
1264-fuhcx,no,female,0,yes,no,49,no,no,dsl,no,yes,no,yes,yes,yes,one year,yes,credit card (automatic),56.3,2780.6,1.88
1265-bcfeo,no,female,0,yes,no,71,yes,yes,dsl,no,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),80.45,5662.25,2.68
1265-hvpzb,no,male,0,yes,no,59,yes,no,dsl,yes,yes,yes,no,yes,no,one year,no,credit card (automatic),66.4,3958.2,2.21
1265-xtecc,yes,female,1,yes,no,68,yes,yes,fiber optic,yes,yes,no,no,no,yes,one year,yes,credit card (automatic),96.55,6581.9,3.22
1265-zfosd,no,female,0,yes,no,64,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,yes,mailed check,81.3,5129.3,2.71
1266-nzyui,no,female,0,yes,yes,72,yes,yes,dsl,yes,no,yes,yes,no,no,two year,no,bank transfer (automatic),66.85,4758.8,2.23
1268-asbga,yes,female,1,yes,no,16,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,credit card (automatic),85.35,1375.15,2.84
1268-vssgl,no,male,0,yes,no,4,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.5,294.2,2.35
1269-foywn,no,male,0,yes,yes,44,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer (automatic),20.0,860.85,0.67
1270-xkucc,no,female,0,yes,yes,30,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.7,599.25,0.66
1271-sjbgz,yes,male,1,no,no,12,no,no,dsl,no,no,yes,yes,no,yes,month-to-month,yes,electronic check,43.65,526.95,1.45
1271-uodno,no,male,0,no,no,39,yes,yes,dsl,no,no,no,yes,no,no,two year,yes,credit card (automatic),53.85,2200.7,1.8
1272-ilhfg,no,male,0,yes,yes,15,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.65,332.65,0.65
1273-mteti,yes,female,1,no,no,4,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,electronic check,88.85,372.45,2.96
1282-ihqac,no,male,1,no,no,70,no,no,dsl,no,yes,yes,no,yes,no,one year,yes,credit card (automatic),44.05,3011.65,1.47
1285-okipp,yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,79.9,79.9,2.66
1289-rkjjr,no,male,0,no,no,28,yes,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,no,electronic check,91.0,2626.15,3.03
1291-cuocy,no,male,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),110.6,7962.2,3.69
1293-bseun,no,female,0,yes,yes,72,yes,no,no,no,no,no,no,no,no,two year,yes,mailed check,20.7,1482.3,0.69
1293-hhshj,no,female,0,no,no,35,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,21.1,741.0,0.7
1297-vqdrp,no,male,1,yes,yes,68,yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,yes,credit card (automatic),107.15,7379.8,3.57
1298-phbti,no,male,0,yes,yes,71,yes,yes,fiber optic,no,yes,no,yes,no,no,two year,yes,electronic check,84.8,6152.4,2.83
1299-aurja,no,female,0,yes,yes,70,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),24.7,1685.9,0.82
1301-lopvr,no,male,0,yes,yes,29,no,no,dsl,yes,yes,yes,yes,no,yes,one year,yes,credit card (automatic),55.35,1636.95,1.84
1302-tpubn,no,male,0,no,no,66,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),19.35,1240.8,0.64
1302-uhbdd,no,male,1,no,no,20,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,89.95,1648.45,3.0
1303-srdok,no,female,0,yes,yes,55,yes,no,fiber optic,no,no,no,no,no,no,two year,yes,credit card (automatic),69.05,3842.6,2.3
1304-bccfo,no,male,0,yes,no,9,yes,no,dsl,no,no,yes,no,yes,yes,month-to-month,yes,mailed check,70.05,564.4,2.34
1304-necvq,yes,female,1,no,no,2,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,78.55,149.55,2.62
1304-segfy,no,female,0,yes,no,72,yes,yes,fiber optic,no,no,yes,no,yes,yes,two year,yes,electronic check,97.85,6841.3,3.26
1306-rpwxz,no,female,0,no,yes,49,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),20.45,1024.65,0.68
1307-atkgb,no,male,0,no,no,24,yes,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,89.55,2187.15,2.98
1307-tvufb,no,male,1,no,no,42,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),79.35,3344.1,2.64
1309-bxvoq,yes,male,0,yes,no,21,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,106.1,2249.95,3.54
1309-xgfsn,no,male,1,yes,yes,52,yes,yes,dsl,no,yes,yes,no,yes,yes,one year,yes,electronic check,80.85,4079.55,2.7
1310-qritu,no,female,0,no,no,18,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,50.3,913.3,1.68
1314-hqhal,no,male,0,no,no,58,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),20.3,1131.5,0.68
1319-ylzjg,no,male,0,yes,no,12,yes,no,fiber optic,yes,yes,yes,no,no,no,month-to-month,yes,electronic check,84.6,959.9,2.82
1320-gvnht,no,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,credit card (automatic),108.4,7767.25,3.61
1320-htrdr,yes,female,0,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.5,220.6,2.52
1320-rehcs,no,male,1,no,no,52,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,110.75,5832.0,3.69
1322-agoqm,yes,male,0,no,no,46,no,no,dsl,no,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),30.3,1380.1,1.01
1323-ooepc,yes,female,0,yes,no,53,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),98.4,5149.5,3.28
1324-nltje,yes,female,1,no,no,15,yes,yes,dsl,no,no,no,yes,no,no,month-to-month,no,credit card (automatic),55.0,757.1,1.83
1325-usmec,no,male,0,yes,no,70,yes,yes,fiber optic,yes,yes,yes,no,yes,no,two year,yes,credit card (automatic),99.35,6944.5,3.31
1328-euzhc,no,female,0,yes,no,18,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.1,370.5,0.67
1329-vhwnp,no,female,0,no,no,7,no,no,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),25.05,189.95,0.84
1333-pbmxb,no,female,0,yes,yes,54,yes,yes,no,no,no,no,no,no,no,one year,yes,bank transfer (automatic),24.75,1342.15,0.82
1334-fjsvr,yes,male,0,no,no,1,no,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.25,24.25,0.81
1334-pdukm,no,female,0,yes,no,68,yes,yes,fiber optic,no,yes,yes,no,no,no,one year,no,credit card (automatic),86.45,5762.95,2.88
1335-hqmkx,no,female,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,101.35,7323.15,3.38
1335-mxcse,no,male,0,yes,yes,55,yes,no,dsl,no,no,yes,yes,no,no,two year,yes,credit card (automatic),55.25,3119.9,1.84
1335-ntiuc,no,male,0,no,no,9,no,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.95,190.25,0.83
1336-ezfzy,no,female,0,no,no,4,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.05,83.3,0.67
1337-bozwo,no,male,0,yes,yes,18,no,no,dsl,no,yes,yes,no,yes,no,one year,no,credit card (automatic),46.4,812.4,1.55
